Species,Dataset,IUCN,Class,Mass,ScaledLogRaw,Res
Cyrtodactylus tigroides,Roll et al. (2016),LC,Reptilia,12.175797623883614,-0.42060826439496246,-0.2598302137437535
Cyrtodactylus timur,Roll et al. (2016),LC,Reptilia,31.918144093040976,-1.3969574159047076,-1.481167911384344
Cyrtodactylus tiomanensis,Roll et al. (2016),NT,Reptilia,12.983400798404901,-0.44279392993529,-0.3750612426212975
Cyrtodactylus triedrus,Roll et al. (2016),NT,Reptilia,5.094603750738914,-0.3069570347152584,-0.04917225885492295
Cyrtodactylus trilatofasciatus,Roll et al. (2016),EN,Reptilia,33.17710047351051,-0.8806317703239819,-1.0645904095661813
Cyrtodactylus tripartitus,Roll et al. (2016),LC,Reptilia,56.30678114421465,-0.8400559544035214,-1.068600177447682
Cyrtodactylus tuberculatus,Roll et al. (2016),LC,Reptilia,48.29675566549166,-0.45907637581446886,-0.6485990159727641
Cyrtodactylus variegatus,Roll et al. (2016),DD,Reptilia,7.407383059656911,-0.46237816557318184,-0.07138013870675977
Cyrtodactylus vilaphongi,Roll et al. (2016),DD,Reptilia,12.61588443264189,-1.6909903088843332,-1.3543913237482585
Cyrtodactylus wakeorum,Roll et al. (2016),DD,Reptilia,5.561415974462606,-0.4928064028850685,-0.07252885096327756
Cyrtodactylus wangkulangkulae,Roll et al. (2016),LC,Reptilia,8.273223406811933,-1.749369779403858,-1.490368945991569
Cyrtodactylus wetariensis,Roll et al. (2016),DD,Reptilia,7.12284884144622,-0.45907637581446886,-0.06407698996946071
Cyrtodactylus yangbayensis,Roll et al. (2016),LC,Reptilia,15.286497055811429,-0.8987574405867028,-0.7958131084143665
Cyrtodactylus yoshii,Roll et al. (2016),LC,Reptilia,20.972793559523208,-0.4525185137656993,-0.4299676126373295
Cyrtodactylus zhaoermii,Roll et al. (2016),LC,Reptilia,4.600229556571414,-0.76526226085234,-0.3570830177095351
Cyrtodactylus ziegleri,Roll et al. (2016),LC,Reptilia,15.608774772872293,-0.76526226085234,-0.6676213254511641
Cyrtodactylus zugi,Roll et al. (2016),LC,Reptilia,68.63379591673545,-0.6682555990736357,-0.9471477304166152
Cyrtopodion agamuroides,Roll et al. (2016),LC,Reptilia,2.8127800298200634,-0.41284989735318944,0.12036173224403164
Cyrtopodion brevipes,Roll et al. (2016),LC,Reptilia,1.9761969332423555,-0.3565038957645315,0.26642675335677407
Cyrtopodion fortmunroi,Roll et al. (2016),LC,Reptilia,2.8127800298200634,-0.44602067875625806,0.08719095084096294
Cyrtopodion gastrophole,Roll et al. (2016),DD,Reptilia,2.8127800298200634,-0.11989136480316076,0.3700173812098653
Cyrtopodion kirmanense,Roll et al. (2016),LC,Reptilia,2.9708743488739,-0.5447504298014364,-0.025437220535156915
Cyrtopodion kohsulaimanai,Roll et al. (2016),LC,Reptilia,4.442533843782317,-0.3396011086954507,0.07744384261978694
Cyrtopodion potoharense,Roll et al. (2016),LC,Reptilia,3.1345242422553907,-0.3752811568088317,0.13040349838679763
Cyrtopodion scabrum,Roll et al. (2016),LC,Reptilia,5.804688821706638,1.0534045130436478,1.402474116162649
Cyrtopodion sistanense,Roll et al. (2016),LC,Reptilia,4.0389904471853795,-0.7330456129874336,-0.2917962923134347
Daboia deserti,Roll et al. (2016),NT,Reptilia,2046.393510938198,0.9499814419713681,-0.015568326799843164
Daboia mauritanica,Roll et al. (2016),NT,Reptilia,2929.8450531356725,1.489093559571575,0.44830538335902625
Daboia palaestinae,Roll et al. (2016),LC,Reptilia,1695.9988912377169,2.593051427329729,1.4947110661422744
Daboia russelii,Roll et al. (2016),LC,Reptilia,3122.264779123342,3.36112380473114,2.1038992314443035
Daboia siamensis,Roll et al. (2016),LC,Reptilia,1695.9988912377169,0.7542336445506708,-0.34410671663678416
Dactylocnemis pacificus,Roll et al. (2016),LC,Reptilia,20.422081263346364,0.63786376751923,0.6671790436646399
Dalmatolacerta oxycephala,Roll et al. (2016),LC,Reptilia,8.191570022364377,1.399126060240812,1.660647987061088
Darevskia alpina,Roll et al. (2016),VU,Reptilia,7.323754890170709,0.510891226145701,0.7529821276994838
Darevskia armeniaca,Roll et al. (2016),LC,Reptilia,9.02954278142597,1.5573877384840413,1.794153637484669
Darevskia bendimahiensis,Roll et al. (2016),EN,Reptilia,5.983912893865876,-0.3096207658645834,-0.12378387250643762
Darevskia brauneri,Roll et al. (2016),LC,Reptilia,8.318851791797,-0.4237355096213664,-0.16613266356992656
Darevskia caucasica,Roll et al. (2016),LC,Reptilia,7.010463669587117,0.7397764588957696,1.0408740312544824
Darevskia chlorogaster,Roll et al. (2016),LC,Reptilia,8.6693831429843,0.6490158243544936,0.8961278632212485
Darevskia clarkorum,Roll et al. (2016),EN,Reptilia,7.646165024328209,0.15105935569072282,0.28397794064805393
Darevskia daghestanica,Roll et al. (2016),LC,Reptilia,4.580111059543858,0.3273682430252531,0.7366614944739214
Darevskia dahli,Roll et al. (2016),NT,Reptilia,6.124027087770891,0.14264166593209263,0.3630390600246253
Darevskia defilippii,Roll et al. (2016),LC,Reptilia,4.580111059543858,0.24984946544295236,0.6591427168916206
Darevskia derjugini,Roll et al. (2016),NT,Reptilia,6.410727473809027,0.36083696397333137,0.5719395693434356
Darevskia dryada,Roll et al. (2016),CR,Reptilia,8.812284486294189,0.33224718675529896,0.4262385330273666
Darevskia kopetdaghica,Roll et al. (2016),EN,Reptilia,4.306078462648819,-1.3377661859847112,-1.0808964207832263
Darevskia mixta,Roll et al. (2016),NT,Reptilia,5.8459347146508405,-0.2770216719896954,-0.04718314308447086
Darevskia parvula,Roll et al. (2016),LC,Reptilia,5.650966464535437,-0.22423159922380942,0.1316598090143863
Darevskia portschinskii,Roll et al. (2016),LC,Reptilia,7.010463669587117,-0.1406193634691806,0.16047820888953235
Darevskia praticola,Roll et al. (2016),NT,Reptilia,6.706163753809758,1.1964261635654145,1.3983758558040444
Darevskia raddei,Roll et al. (2016),LC,Reptilia,10.169062369892469,0.47292972207569467,0.6794866105642982
Darevskia rudis,Roll et al. (2016),LC,Reptilia,15.9484759197419,0.49903132110875964,0.5911993726132452
Darevskia sapphirina,Roll et al. (2016),LC,Reptilia,4.35097611291516,-0.5102921026387118,-0.08795419176878773
Darevskia saxicola,Roll et al. (2016),LC,Reptilia,15.673585812796524,1.2854373175372664,1.3820249553723387
Darevskia steineri,Roll et al. (2016),DD,Reptilia,8.318851791797,-0.7210337609423099,-0.34189071061760723
Darevskia unisexualis,Roll et al. (2016),NT,Reptilia,9.02954278142597,-0.05548965846309135,0.08602621219769538
Darevskia uzzelli,Roll et al. (2016),EN,Reptilia,5.062025632989812,-0.3811601429425602,-0.15920554492053307
Darevskia valentini,Roll et al. (2016),LC,Reptilia,11.830920934516175,0.15314827387787078,0.32123006690918426
Dasia griffini,Roll et al. (2016),VU,Reptilia,35.741448396674336,0.518827635286395,0.33048724282914876
Dasia olivacea,Roll et al. (2016),LC,Reptilia,79.72576129894401,1.2840251755988328,0.967029163591449
Dasia semicincta,Roll et al. (2016),DD,Reptilia,50.22536308534331,-0.44118603905907683,-0.2457938071777626
Dasia subcaerulea,Roll et al. (2016),EN,Reptilia,15.068262731761378,-1.0330972171111878,-1.0466354759249354
Dasia vittata,Roll et al. (2016),LC,Reptilia,18.869214046118923,0.933266753706088,0.9826860681515605
Dasypeltis abyssina,Roll et al. (2016),LC,Reptilia,5.740027723734034,-0.7139230151602239,-0.36200619427224345
Dasypeltis fasciata,Roll et al. (2016),LC,Reptilia,167.15209223248561,-0.15657247344898984,-0.6619544761659665
Dasypeltis gansi,Roll et al. (2016),LC,Reptilia,123.26388057397344,-0.0869604344250137,-0.5148162649581752
Dasypeltis inornata,Roll et al. (2016),LC,Reptilia,117.21953655481303,-0.42845236098437456,-0.843513515661529
Dasypeltis latericia,Roll et al. (2016),LC,Reptilia,66.51896404929404,-0.6638463704986466,-0.9347783344240759
Dasypeltis palmarum,Roll et al. (2016),LC,Reptilia,149.31245217884776,-1.0989100908222895,-1.5755600546092845
Dasypeltis parascabra,Roll et al. (2016),LC,Reptilia,32.72479208743644,-0.6422019036453095,-0.7327578422038936
Dasypeltis scabra,Roll et al. (2016),LC,Reptilia,170.8672520484272,2.1418367855956095,1.6308578822938797
Delma australis,Roll et al. (2016),LC,Reptilia,4.235315269542409,-0.436384102924642,-0.007198303990209813
Delma borea,Roll et al. (2016),LC,Reptilia,4.9087504037537935,-0.460725351046886,-0.06904499979048204
Delma butleri,Roll et al. (2016),LC,Reptilia,4.771927754885891,-0.20439790187799176,0.19446755668271926
Delma concinna,Roll et al. (2016),LC,Reptilia,5.894919909631492,-0.37821456395133346,-0.033065539387787835
Delma desmosa,Roll et al. (2016),LC,Reptilia,4.367837574349961,-0.3480021951277623,0.07335263699080527
Delma elegans,Roll et al. (2016),LC,Reptilia,4.84020825479153,-0.3738189863261717,0.021435400950348776
Delma fraseri,Roll et al. (2016),LC,Reptilia,8.004635064610127,-0.3312982828375024,-0.06390871675206906
Delma grayii,Roll et al. (2016),LC,Reptilia,6.852730113649998,-0.4928064028850685,-0.18592465946310494
Delma impar,Roll et al. (2016),EN,Reptilia,5.046612975635283,0.6062602940745435,0.8288731806459647
Delma inornata,Roll et al. (2016),LC,Reptilia,7.461061159760434,-0.4774292633371467,-0.1921652241592932
Delma labialis,Roll et al. (2016),LC,Reptilia,6.1124699772023465,0.37267291842006595,0.7086107575627794
Delma mitella,Roll et al. (2016),LC,Reptilia,13.053053679117095,-0.329923870949586,-0.18683025961879246
Delma molleri,Roll et al. (2016),LC,Reptilia,5.822879515932464,0.34880031664941946,0.6970746449000799
Delma pax,Roll et al. (2016),LC,Reptilia,4.9087504037537935,-0.45907637581446886,-0.0673960245580649
Delma petersoni,Roll et al. (2016),LC,Reptilia,7.117151129948406,-0.7210337609423099,-0.42377516083847094
Delma plebeia,Roll et al. (2016),LC,Reptilia,6.628256829926547,-0.4143948022466322,-0.09904772995997264
Delma tealei,Roll et al. (2016),EN,Reptilia,4.235315269542409,-0.5050010208641303,-0.244554283560387
Delma tincta,Roll et al. (2016),LC,Reptilia,4.501457052669504,-0.3622287938754375,0.05146718336737295
Delma torquata,Roll et al. (2016),LC,Reptilia,2.6785261643487117,0.48522999176140347,1.0308718849681455
Demansia angusticeps,Roll et al. (2016),LC,Reptilia,185.5110536083212,-0.6048309848991822,-1.13674727000089
Demansia calodera,Roll et al. (2016),LC,Reptilia,147.48151797626318,-0.40365041415945924,-0.8771596938714111
Demansia flagellatio,Roll et al. (2016),LC,Reptilia,112.54200368079235,-0.6660475614665274,-1.070746584308386
Demansia olivacea,Roll et al. (2016),LC,Reptilia,163.4930689101135,-0.7502111630883751,-1.2499581097300436
Demansia papuensis,Roll et al. (2016),LC,Reptilia,842.3330749855991,-0.436384102924642,-1.3545928330228976
Demansia psammophis,Roll et al. (2016),LC,Reptilia,252.34807724805754,1.2167617328082199,0.6064660007874418
Demansia rimicola,Roll et al. (2016),LC,Reptilia,237.42918950932057,-0.670470526044813,-1.2652385057162296
Demansia rufescens,Roll et al. (2016),LC,Reptilia,147.48151797626318,-0.33267536089951943,-0.8061846406114713
Demansia shinei,Roll et al. (2016),LC,Reptilia,151.05640510956775,-0.5751244112650588,-1.054730303320005
Demansia simplex,Roll et al. (2016),LC,Reptilia,73.79213231451119,-0.40061022313861633,-0.6979339423694217
Demansia torquata,Roll et al. (2016),LC,Reptilia,158.8198033705674,-0.37821456395133346,-0.8705785268183944
Demansia vestigiata,Roll et al. (2016),LC,Reptilia,391.37155606517024,-0.19752800776222018,-0.9197276369180846
Dendrelaphis ashoki,Roll et al. (2016),LC,Reptilia,124.80382446815925,-0.6793999962144763,-1.1104154206052446
Dendrelaphis bifrenalis,Roll et al. (2016),LC,Reptilia,89.70604939353504,0.8175155424448218,0.4705165729840291
Dendrelaphis biloreatus,Roll et al. (2016),LC,Reptilia,89.70604939353504,-1.0184599249656778,-1.365458894426471
Dendrelaphis calligastra,Roll et al. (2016),LC,Reptilia,215.05901284926733,0.7409925337428084,0.17143427957787766
Dendrelaphis chairecacos,Roll et al. (2016),DD,Reptilia,161.6718812900704,-1.140679992000508,-1.064984630392543
Dendrelaphis cyanochloris,Roll et al. (2016),LC,Reptilia,241.80168114420803,0.777404798030811,0.17798728714767564
Dendrelaphis formosus,Roll et al. (2016),LC,Reptilia,362.5295024588239,-0.43479064879125745,-1.1374578920191614
Dendrelaphis gastrostictus,Roll et al. (2016),LC,Reptilia,156.3020089345924,-0.45578987217418643,-0.9440857173247761
Dendrelaphis girii,Roll et al. (2016),LC,Reptilia,104.01299791243869,0.3524852968398914,-0.032160951777123414
Dendrelaphis grandoculis,Roll et al. (2016),LC,Reptilia,219.38458716027827,0.460863422759616,-0.11376750087404551
Dendrelaphis haasi,Roll et al. (2016),LC,Reptilia,101.53630664160202,-0.37968582565591763,-0.7582005025810823
Dendrelaphis hollinrakei,Roll et al. (2016),DD,Reptilia,186.2263726134079,-0.43479064879125745,-0.3736017104100553
Dendrelaphis kopsteini,Roll et al. (2016),LC,Reptilia,290.6686536373383,-0.05923081873388227,-0.7055591955459702
Dendrelaphis lorentzi,Roll et al. (2016),LC,Reptilia,70.82284538064071,-0.04438304048356589,-0.3312605888261193
Dendrelaphis ngansonensis,Roll et al. (2016),LC,Reptilia,328.16760459244193,-0.4876435909043709,-1.164910656720504
Dendrelaphis nigroserratus,Roll et al. (2016),LC,Reptilia,362.5295024588239,-0.7627314791403091,-1.465398722368213
Dendrelaphis papuensis,Roll et al. (2016),DD,Reptilia,132.67821803629965,-0.7428036156822859,-0.6468451455857399
Dendrelaphis punctulatus,Roll et al. (2016),LC,Reptilia,681.263558978744,2.196699986337659,1.3328562699940327
Dendrelaphis salomonis,Roll et al. (2016),LC,Reptilia,117.21953655481303,-0.4945357180359012,-0.9095968727130554
Dendrelaphis striatus,Roll et al. (2016),LC,Reptilia,117.21953655481303,-0.394568624813509,-0.8096297794906635
Dendrelaphis subocularis,Roll et al. (2016),LC,Reptilia,159.86970294656618,-0.13538034693488557,-0.6294216922847357
Dendrelaphis underwoodi,Roll et al. (2016),DD,Reptilia,89.70604939353504,-0.6953020519658949,-0.5592549969595861
Dendrelaphis walli,Roll et al. (2016),LC,Reptilia,90.97681802083737,-0.7678020972588324,-1.1183795205932852
Dendroaspis polylepis,Roll et al. (2016),LC,Reptilia,8213.573635734178,5.0713517504835695,3.5548201852828343
Dendroaspis viridis,Roll et al. (2016),LC,Reptilia,1873.6087286642307,3.365919848425285,2.2417967132710754
Dendrophidion bivittatus,Roll et al. (2016),LC,Reptilia,75.06398542642641,-0.41284989735318944,-0.7145201963580884
Dendrophidion boshelli,Roll et al. (2016),CR,Reptilia,186.2263726134079,-0.5209940669086668,-1.2383114085273723
Dendrophidion brunneum,Roll et al. (2016),LC,Reptilia,81.58878917593675,-0.5138415276251486,-0.8367132460757029
Dendrophidion clarkii,Roll et al. (2016),LC,Reptilia,356.65817419449604,-0.7379078478752065,-1.43640968068313
Dendrophidion dendrophis,Roll et al. (2016),LC,Reptilia,179.6008000729678,-0.19866838313735058,-0.7223399957713912
Dendrophidion graciliverpa,Roll et al. (2016),LC,Reptilia,133.9652969227123,-0.7832349554613379,-1.2322784539251077
Dendrophidion nuchale,Roll et al. (2016),LC,Reptilia,345.08933928274246,-0.42217016495543624,-1.1122607059122538
Dendrophidion paucicarinatum,Roll et al. (2016),LC,Reptilia,275.4349727443421,-0.515622917564617,-1.1482291369858402
Dendrophidion percarinatum,Roll et al. (2016),LC,Reptilia,176.5330980968952,-0.2757483379830733,-0.7950331725181149
Dendrophidion prolixum,Roll et al. (2016),LC,Reptilia,118.11446006207431,-0.7858400355164543,-1.2028365672481491
Dendrophidion vinitor,Roll et al. (2016),LC,Reptilia,111.35840606199105,-0.15228313400396637,-0.5542919253462556
Denisonia devisi,Roll et al. (2016),LC,Reptilia,73.79213231451119,1.3090236571753786,1.0116999379445737
Denisonia maculata,Roll et al. (2016),DD,Reptilia,47.579601466038156,0.40411753979214493,0.6050439622405512
Dermatemys mawii,Roll et al. (2016),CR,Reptilia,25000.000018879036,2.2643413483710106,0.1791037968779623
Dermochelys coriacea,Roll et al. (2016),VU,Reptilia,949999.9993681592,4.630171063897933,-0.8391935795708931
Diadophis punctatus,Roll et al. (2016),LC,Reptilia,118.47339257923014,3.2766072695074318,2.8588386160385606
Diaphorolepis laevis,Roll et al. (2016),DD,Reptilia,28.347762398951854,-0.4808177352521864,-0.22694872081238726
Diaphorolepis wagneri,Roll et al. (2016),LC,Reptilia,64.37278134052849,-0.5751244112650588,-0.837715347775775
Dibamus alfredi,Roll et al. (2016),DD,Reptilia,4.929100441828363,0.11310394562808378,0.5457105867273467
Dibamus bogadeki,Roll et al. (2016),EN,Reptilia,9.552713702197071,0.3413724691670234,0.42623080218112247
Dibamus booliati,Roll et al. (2016),DD,Reptilia,2.6279192729450593,-0.23736690871989444,0.2594856194879345
Dibamus bourreti,Roll et al. (2016),LC,Reptilia,9.552713702197071,0.009535703406223594,0.2319852563698524
Dibamus dalaiensis,Roll et al. (2016),LC,Reptilia,4.329687492040924,0.179759229352488,0.6033437925061745
Dibamus deharvengi,Roll et al. (2016),DD,Reptilia,2.0403844403004783,-0.4395817818376576,0.08311820537793316
Dibamus greeri,Roll et al. (2016),LC,Reptilia,1.7472153560520063,-0.3885780110482228,0.26565279048592794
Dibamus ingeri,Roll et al. (2016),DD,Reptilia,2.2502140705804714,-0.436384102924642,0.07631754383967454
Dibamus kondaoensis,Roll et al. (2016),NT,Reptilia,3.2341675551438733,-0.4808177352521864,-0.1307211580707507
Dibamus leucurus,Roll et al. (2016),LC,Reptilia,5.013482334492733,-0.5245975442826472,-0.13828304271164804
Dibamus montanus,Roll et al. (2016),DD,Reptilia,4.519284790428108,-0.4021286911365408,0.03934470953728421
Dibamus novaeguineae,Roll et al. (2016),LC,Reptilia,7.820113781025397,-0.10673562729831575,0.16658176343092435
Dibamus smithi,Roll et al. (2016),DD,Reptilia,2.9503574633708713,0.09898753400369198,0.5840186209789908
Dibamus somsaki,Roll et al. (2016),DD,Reptilia,2.8631333190671757,-0.19752800776222018,0.29056838147888114
Dibamus tiomanensis,Roll et al. (2016),EN,Reptilia,4.929100441828363,0.07222515835110532,0.2999242172648322
Dibamus vorisi,Roll et al. (2016),DD,Reptilia,1.9447645034205927,-0.23017208174241247,0.29743040941454857
Dicrodon guttulatum,Roll et al. (2016),LC,Reptilia,135.80115072531987,0.43141490665541554,-0.021092743443573196
Dicrodon heterolepis,Roll et al. (2016),LC,Reptilia,52.39063652717902,-0.3508247973290143,-0.5610372907055476
Dierogekko inexpectatus,Roll et al. (2016),CR,Reptilia,1.193816733443074,-0.39007093172119567,0.23522788675499118
Dierogekko insularis,Roll et al. (2016),NT,Reptilia,1.3781876155236112,-0.697603135077521,-0.17422658948755382
Dierogekko nehoueensis,Roll et al. (2016),CR,Reptilia,1.269278711292151,-0.6816500250977118,-0.07264179439839152
Dierogekko poumensis,Roll et al. (2016),CR,Reptilia,1.0863764235092628,-0.5770666382450377,0.07329735911877872
Dierogekko thomaswhitei,Roll et al. (2016),CR,Reptilia,1.7662486381584548,-0.5559889260302152,-0.03479738178952736
Dierogekko validiclavis,Roll et al. (2016),EN,Reptilia,1.778301246886308,-0.6068563315465303,-0.15907907876003763
Dieurostus dussumieri,Roll et al. (2016),LC,Reptilia,517.2271683989101,0.8323587342290546,0.038960913303597376
Dinarolacerta montenegrina,Roll et al. (2016),LC,Reptilia,6.067724069938159,-0.35793079778939557,-0.020125466235578364
Dinarolacerta mosorensis,Roll et al. (2016),VU,Reptilia,11.830920934516175,0.9643184850326993,1.0761946485634295
Diplodactylus calcicolus,Roll et al. (2016),LC,Reptilia,3.862985108701019,-1.0368041890771955,-0.5842306015491744
Diplodactylus capensis,Roll et al. (2016),NT,Reptilia,5.867910592313119,-1.059461969369887,-0.8303856884152686
Diplodactylus conspicillatus,Roll et al. (2016),LC,Reptilia,5.472614288304637,-0.5578794291937582,-0.1938367297224206
Diplodactylus fulleri,Roll et al. (2016),VU,Reptilia,2.607181531171028,-0.5484768610270053,-0.025968405025661362
Diplodactylus furcosus,Roll et al. (2016),LC,Reptilia,3.662974084104492,-0.5264061656899188,-0.060319894736404644
Diplodactylus galaxias,Roll et al. (2016),LC,Reptilia,1.901885712928313,-1.1029782023472687,-0.4703059710956601
Diplodactylus galeatus,Roll et al. (2016),LC,Reptilia,3.2840873957863796,-0.2872914137498648,0.2065462825910897
Diplodactylus granariensis,Roll et al. (2016),LC,Reptilia,7.481345438136517,-0.4444054709641838,-0.15983151793124767
Diplodactylus kenneallyi,Roll et al. (2016),DD,Reptilia,2.1661390866271697,-0.5282194068248315,-0.011628306484103311
Diplodactylus klugei,Roll et al. (2016),LC,Reptilia,3.862985108701019,-0.5654921940366083,-0.11291860650858775
Diplodactylus lateroides,Roll et al. (2016),LC,Reptilia,2.607181531171028,-1.140679992000508,-0.588176477763611
Diplodactylus nebulosus,Roll et al. (2016),LC,Reptilia,3.470051976816811,-1.0518287397115842,-0.571990639345163
Diplodactylus ornatus,Roll et al. (2016),LC,Reptilia,3.862985108701019,-0.9049036566289486,-0.4523300691009277
Diplodactylus polyophthalmus,Roll et al. (2016),VU,Reptilia,3.470051976816811,-0.45907637581446886,-0.014187952585107487
Diplodactylus pulcher,Roll et al. (2016),LC,Reptilia,4.736550325360867,-0.4444054709641838,-0.04364867502119818
Diplodactylus tessellatus,Roll et al. (2016),LC,Reptilia,3.862985108701019,-0.5770666382450377,-0.12449305071701709
Diplodactylus vittatus,Roll et al. (2016),LC,Reptilia,4.176581043592551,0.2431437747890732,0.6758789631688118
Diplodactylus wiru,Roll et al. (2016),LC,Reptilia,4.176581043592551,-0.8806317703239819,-0.4478965819442434
Diploglossus atitlanensis,Roll et al. (2016),DD,Reptilia,29.123281631456177,-0.05176811118025673,0.1993422222912371
Diploglossus bilobatus,Roll et al. (2016),LC,Reptilia,15.12900885252054,-0.44118603905907683,-0.3356092825876948
Diploglossus delasagra,Roll et al. (2016),LC,Reptilia,30.415368950824163,-0.3244526799491763,-0.39640212314421813
Diploglossus fasciatus,Roll et al. (2016),LC,Reptilia,99.30297188100668,-0.3480021951277623,-0.7208582932872459
Diploglossus garridoi,Roll et al. (2016),NT,Reptilia,17.364950193644557,-0.43161443088239115,-0.4229615242704841
Diploglossus ingridae,Roll et al. (2016),DD,Reptilia,18.566872752559885,-0.3423904384860021,-0.04527478182093565
Diploglossus legnotus,Roll et al. (2016),LC,Reptilia,23.972480995099716,-0.4525185137656993,-0.4639512439705265
Diploglossus lessonae,Roll et al. (2016),LC,Reptilia,83.9676987668726,1.1977043696606675,0.867521829853384
Diploglossus microcephalus,Roll et al. (2016),LC,Reptilia,1.7198082422829977,-0.41284989735318944,0.24539930841950802
Diploglossus millepunctatus,Roll et al. (2016),LC,Reptilia,563.7803683042822,0.8421723372480383,0.026747447057158084
Diploglossus monotropis,Roll et al. (2016),LC,Reptilia,224.84634952100018,0.4531595362276144,-0.12773579194924645
Diploglossus montisilvestris,Roll et al. (2016),DD,Reptilia,15.667510701081493,-0.4525185137656993,-0.1380535555423496
Diploglossus montisserrati,Roll et al. (2016),CR,Reptilia,121.15694612580853,0.7382534299520702,0.1353598823242259
Diploglossus nigropunctatus,Roll et al. (2016),LC,Reptilia,30.415368950824163,-0.40517540619245695,-0.47712484938749866
Diploglossus pleii,Roll et al. (2016),LC,Reptilia,80.4150877149877,-0.3885780110482228,-0.7077638903994028
Diplolaemus bibronii,Roll et al. (2016),LC,Reptilia,56.21204781407751,-0.5751244112650588,-0.8032404188063166
Diplolaemus darwinii,Roll et al. (2016),LC,Reptilia,56.21204781407751,0.45270375225153453,0.2245877447102767
Diplolaemus leopardinus,Roll et al. (2016),LC,Reptilia,14.226279863081771,-0.033447519716289634,0.08776807895214274
Diplometopon zarudnyi,Roll et al. (2016),LC,Reptilia,6.520582543826768,0.7146918141630983,1.034201769979619
Diporiphora adductus,Roll et al. (2016),LC,Reptilia,9.86252722348417,-0.7602096877907804,-0.5458728941497412
Diporiphora albilabris,Roll et al. (2016),LC,Reptilia,6.6661514916885505,-0.3636672614767754,-0.04976919624196756
Diporiphora ameliae,Roll et al. (2016),LC,Reptilia,9.592859771583855,-0.5318598431022807,-0.31047626956809965
Diporiphora amphiboluroides,Roll et al. (2016),LC,Reptilia,27.577950325871686,0.567389036592269,0.5203369729597921
Diporiphora arnhemica,Roll et al. (2016),LC,Reptilia,7.960721047039182,-0.19752800776222018,0.07125983141201138
Diporiphora australis,Roll et al. (2016),LC,Reptilia,14.84409421025118,-0.4525185137656993,-0.3421090091024592
Diporiphora bilineata,Roll et al. (2016),LC,Reptilia,11.041533997338547,-0.4082352536814327,-0.22260125813967852
Diporiphora convergens,Roll et al. (2016),DD,Reptilia,1.1728488247441897,-0.4476395700356541,0.1316156036150255
Diporiphora lalliae,Roll et al. (2016),LC,Reptilia,14.253653727022206,-0.44602067875625806,-0.325293723349749
Diporiphora linga,Roll et al. (2016),LC,Reptilia,7.201934015093663,-0.38560155587694217,-0.09135291500861929
Diporiphora magna,Roll et al. (2016),LC,Reptilia,24.094781482294586,-0.5174087889929299,-0.5301351748293829
Diporiphora nobbi,Roll et al. (2016),LC,Reptilia,19.44854799621535,-0.7403515112808933,-0.698619585361421
Diporiphora paraconvergens,Roll et al. (2016),LC,Reptilia,6.8416307633581726,-0.8776553151527012,-0.5703615528759737
Diporiphora phaeospinosa,Roll et al. (2016),LC,Reptilia,13.679342485977378,-0.8206058742074652,-0.6894248728592717
Diporiphora pindan,Roll et al. (2016),LC,Reptilia,7.201934015093663,-0.4640348373130699,-0.16978619644474696
Diporiphora reginae,Roll et al. (2016),LC,Reptilia,12.050842238553779,-0.4910812902053298,-0.3276811309592167
Diporiphora superba,Roll et al. (2016),LC,Reptilia,28.49914257340017,0.035443686526956966,-0.01996173144837078
Diporiphora valens,Roll et al. (2016),LC,Reptilia,15.450898550887525,-0.48936035962103663,-0.38913523646282355
Diporiphora vescus,Roll et al. (2016),VU,Reptilia,7.766180033056919,-0.8206058742074652,-0.5944402145700877
Diporiphora winneckei,Roll et al. (2016),LC,Reptilia,11.041533997338547,-0.10673562729831575,0.07889836824343857
Dipsadoboa brevirostris,Roll et al. (2016),LC,Reptilia,66.51896404929404,-0.4945357180359012,-0.7654676819613305
Dipsas alternans,Roll et al. (2016),LC,Reptilia,79.34994206430851,-0.47912147753146145,-0.7949155963233553
Dipsas andiana,Roll et al. (2016),NT,Reptilia,109.37013016927355,-0.42060826439496246,-0.786025995595058
Dipsas articulata,Roll et al. (2016),LC,Reptilia,71.26712906998017,-0.5770666382450377,-0.8655347459384469
Dipsas baliomelas,Roll et al. (2016),DD,Reptilia,15.789904669785793,-0.8717395849316768,-0.5580697316893419
Dipsas bicolor,Roll et al. (2016),LC,Reptilia,26.497645709426983,-0.42845236098437456,-0.4653453248918545
Dipsas brevifacies,Roll et al. (2016),LC,Reptilia,45.3967241412406,-0.02001083746324356,-0.19378733603166393
Dipsas catesbyi,Roll et al. (2016),LC,Reptilia,69.50364819756096,0.7400806729644315,0.4579853536601305
Dipsas copei,Roll et al. (2016),LC,Reptilia,168.65530253887405,-0.7452642195959938,-1.25292562774712
Dipsas elegans,Roll et al. (2016),VU,Reptilia,136.13448006520235,-0.7379078478752065,-1.2895807895143876
Dipsas ellipsifera,Roll et al. (2016),EN,Reptilia,52.254973640519395,-0.7754765884195649,-1.0575460358224016
Dipsas gaigeae,Roll et al. (2016),LC,Reptilia,44.62804352838081,-0.5654921940366083,-0.7349263079194559
Dipsas gracilis,Roll et al. (2016),LC,Reptilia,86.92415529066818,0.5397020475873344,0.20071692615596587
