Species,Dataset,IUCN,Class,Mass,ScaledLogRaw,Res
Spheniscus magellanicus,Willemen et al. (2015),NT,Aves,3770,1.8174205397776977,1.4250842285753402
Sphenoeacus afer,Willemen et al. (2015),LC,Aves,31.4,-0.007962184090846126,-0.47418488309411466
Sphenomorphus cyanolaemus,Willemen et al. (2015),NT,Reptilia,4.181355278971723,-1.195370124927405,-0.7791764003206016
Sphenomorphus dussumieri,Willemen et al. (2015),LC,Reptilia,5.095128435935982,-0.8914435337473892,-0.5539895572072324
Sphyrapicus nuchalis,Willemen et al. (2015),LC,Aves,49.2,0.901986800209501,0.4357409993224127
Sphyrapicus ruber,Willemen et al. (2015),LC,Aves,57.7,1.2176791210829685,0.7514222883974269
Sphyrapicus thyroideus,Willemen et al. (2015),LC,Aves,47.6,0.5617388251896178,0.09549510087635607
Spilocuscus maculatus,Willemen et al. (2015),LC,Mammalia,5106.8,-0.6460669044140142,-0.2889511984750105
Spilocuscus papuensis,Willemen et al. (2015),VU,Mammalia,5735.5,-1.4992967161074209,-1.069409343133047
Spilocuscus rufoniger,Willemen et al. (2015),CR,Mammalia,6000,-1.0175844661150866,-0.4825570118585313
Spilogale gracilis,Willemen et al. (2015),LC,Mammalia,521.8,-0.16435465442167962,0.1987117333888903
Spilogale putorius,Willemen et al. (2015),LC,Mammalia,341,-0.23194562494273616,0.1313554157102282
Spiza americana,Willemen et al. (2015),LC,Aves,25.2,1.2503648144846045,0.7841501622049137
Spizaetus ornatus,Willemen et al. (2015),LC,Aves,1440,0.9586982965288406,0.49064743384306664
Spizella arborea,Willemen et al. (2015),LC,Aves,17.1,1.4010844145451753,0.9348802749204814
Spizella atrogularis,Willemen et al. (2015),LC,Aves,11.2,0.2959644070891698,-0.17023207516953906
Spizella breweri,Willemen et al. (2015),LC,Aves,9,0.7064164317934462,0.24022280482374886
Spizella pallida,Willemen et al. (2015),LC,Aves,12.2,1.0565408050130332,0.5903430248956824
Spizella passerina,Willemen et al. (2015),LC,Aves,13.4,1.6842492108056908,1.2180498732579708
Spizella pusilla,Willemen et al. (2015),LC,Aves,13,1.1418247447073442,0.6756259263030805
Spizocorys conirostris,Willemen et al. (2015),LC,Aves,14.6,-0.6460669044140142,-1.1122677993921042
Spizocorys fringillaris,Willemen et al. (2015),EN,Aves,20.5,-0.8914435337473892,-1.3011546892417996
Spreo bicolor,Willemen et al. (2015),LC,Aves,102,-0.02282711224099658,-0.48914144006435945
Stactolaema anchietae,Willemen et al. (2015),LC,Aves,48,-1.4992967161074209,-1.9655409595641389
Stactolaema leucotis,Willemen et al. (2015),LC,Aves,63,-0.5358722161227519,-1.0021359274590935
Stactolaema olivacea,Willemen et al. (2015),LC,Aves,50.1,-0.8914435337473892,-1.3576905027072548
Stactolaema whytii,Willemen et al. (2015),LC,Aves,55.7,-1.4992967161074209,-1.9655509530756794
Steatomys pratensis,Willemen et al. (2015),LC,Mammalia,48,-1.4992967161074209,-1.1356154028724785
Steganopus tricolor,Willemen et al. (2015),LC,Aves,68.1,-0.5358722161227519,-1.0021425465381655
Stelgidopteryx serripennis,Willemen et al. (2015),LC,Aves,13.3,1.2221216452651376,0.7559224375032814
Stellula calliope,Willemen et al. (2015),LC,Aves,2.9,1.1375573301388495,0.6713716201068652
Stenocercus crassicaudatus,Willemen et al. (2015),VU,Reptilia,31.098177495282357,-0.038213722053982366,0.37279413696756647
Stenocercus festae,Willemen et al. (2015),VU,Reptilia,37.729595313805895,-1.195370124927405,-0.7843708725487776
Stenorrhina freminvillei,Willemen et al. (2015),LC,Reptilia,47.39187856235637,-0.8914435337473892,-0.5540444524098939
Stephanoaetus coronatus,Willemen et al. (2015),LC,Aves,3514,0.3697749625427588,-0.10096765896561666
Stercorarius longicaudus,Willemen et al. (2015),LC,Aves,307.2,1.0971578233651598,0.6305771749485485
Stercorarius parasiticus,Willemen et al. (2015),LC,Aves,408,1.4414839213188655,0.9747724487511842
Stercorarius pomarinus,Willemen et al. (2015),LC,Aves,740,1.2256435387852842,0.7585011771486044
Sterna albifrons,Willemen et al. (2015),LC,Aves,55,1.4333688213481266,0.9671154928809176
Sterna antillarum,Willemen et al. (2015),LC,Aves,49.3,1.243683185979787,0.7774372553068345
Sterna bergii,Willemen et al. (2015),LC,Aves,241.7,1.317126128398832,0.8506304897232431
Sterna caspia,Willemen et al. (2015),LC,Aves,588,1.6578979665466083,1.1909528794234459
Sterna hirundo,Willemen et al. (2015),LC,Aves,126,2.162662327352594,1.6963168509218334
Sterna nereis,Willemen et al. (2015),VU,Aves,72.4,0.2734736626256236,-0.11921461781862791
Sterna paradisaea,Willemen et al. (2015),LC,Aves,117,2.0696313287667354,1.6032975330637493
Sterna striata,Willemen et al. (2015),LC,Aves,131.9,1.489180027345687,1.0228268935489417
Sterna sumatrana,Willemen et al. (2015),LC,Aves,106,1.3283696517723038,0.8620501325143748
Stictonetta naevosa,Willemen et al. (2015),LC,Aves,842,0.3310610041385644,-0.13621373907955495
Stiltia isabella,Willemen et al. (2015),LC,Aves,65,-0.0707080955256441,-0.5369744025792692
Stipiturus malachurus,Willemen et al. (2015),LC,Aves,7.8,0.2734736626256236,-0.19271840691370382
Storeria dekayi,Willemen et al. (2015),LC,Reptilia,34.20900653449664,1.220350033215066,1.5577662240569425
Storeria hidalgoensis,Willemen et al. (2015),VU,Reptilia,7.288724633779272,-1.4992967161074209,-1.088257955781725
Storeria occipitomaculata,Willemen et al. (2015),LC,Reptilia,14.928806157674925,1.0500447841865763,1.3874859980031238
Storeria storerioides,Willemen et al. (2015),LC,Reptilia,8.044051881668498,-0.4896744340831805,-0.15222428482880113
Streptopelia decaocto,Willemen et al. (2015),LC,Aves,189,2.08149632970178,1.6150690881766019
Streptopelia decipiens,Willemen et al. (2015),LC,Aves,168,0.4588851377513378,-0.007514848742368019
Streptopelia lugens,Willemen et al. (2015),LC,Aves,154,-0.10580469257503891,-0.572186509047763
Streptopelia orientalis,Willemen et al. (2015),LC,Aves,230,0.9883045460960574,0.5218240923665748
Streptopelia semitorquata,Willemen et al. (2015),LC,Aves,229,0.6281894221526902,0.16171026628184904
Streptopelia turtur,Willemen et al. (2015),LC,Aves,142,1.481419233846097,1.015052991677072
Strigocuscus celebensis,Willemen et al. (2015),VU,Mammalia,500,-1.4992967161074209,-1.0626144042151437
Strix aluco,Willemen et al. (2015),LC,Aves,486,1.8534258902837595,1.3866131847420362
Strix butleri,Willemen et al. (2015),LC,Aves,217,-1.195370124927405,-1.6618337064945474
Strix nebulosa,Willemen et al. (2015),LC,Aves,1186,2.0567780427344675,1.589056836143651
Strix occidentalis,Willemen et al. (2015),NT,Aves,663,0.8596450922384808,0.4713412278354594
Strix uralensis,Willemen et al. (2015),LC,Aves,870,1.5555329545429013,1.0882218712828182
Strix varia,Willemen et al. (2015),LC,Aves,632,2.034897097628931,1.56789490472554
Strix woodfordii,Willemen et al. (2015),LC,Aves,300,0.31034187172508987,-0.15622943210930243
Strophurus ciliaris,Willemen et al. (2015),LC,Reptilia,14.301787174553413,0.8304026994524103,1.1678447270509633
Strophurus jeanae,Willemen et al. (2015),LC,Reptilia,2.3070680085872723,-0.40973128375505463,-0.07227368870657899
Strophurus michaelseni,Willemen et al. (2015),LC,Reptilia,5.734081441966789,-1.4992967161074209,-1.1618435688379447
Strophurus taenicauda,Willemen et al. (2015),NT,Reptilia,7.8690793380681034,0.24157062219825937,0.6577595606605248
Struthio camelus,Willemen et al. (2015),LC,Aves,100000,1.9775720881369114,1.3816042777386908
Sturnella magna,Willemen et al. (2015),LC,Aves,77.5,1.3565813437030203,0.8902988134163757
Sturnella militaris,Willemen et al. (2015),LC,Aves,46,0.6977335067533785,0.23149185901394323
Sturnella neglecta,Willemen et al. (2015),LC,Aves,89.4,1.4819083285826873,1.0156103537782082
Sturnira aratathomasi,Willemen et al. (2015),NT,Mammalia,48.6,-1.4992967161074209,-1.056877619469405
Sturnira lilium,Willemen et al. (2015),LC,Mammalia,19.1,-0.23194562494273616,0.13177319640694732
Sturnira ludovici,Willemen et al. (2015),LC,Mammalia,21,-0.8914435337473892,-0.5277271783291244
Sturnira magna,Willemen et al. (2015),LC,Mammalia,48.6,-1.4992967161074209,-1.1356161815876635
Sturnus roseus,Willemen et al. (2015),LC,Aves,66.9,0.9217169476052683,0.4554481746202245
Sturnus sturninus,Willemen et al. (2015),LC,Aves,49.5,-0.02282711224099658,-0.48907330248567726
Sturnus unicolor,Willemen et al. (2015),LC,Aves,85.8,1.314985489228233,0.8486921867148637
Sturnus vulgaris,Willemen et al. (2015),LC,Aves,78.3,2.524841254967553,2.058557686393995
Styloctenium wallacei,Willemen et al. (2015),NT,Mammalia,173,-1.4992967161074209,-1.0570390730844155
Sula dactylatra,Willemen et al. (2015),LC,Aves,2533.3,1.102996436743005,0.63352662520441
Sula leucogaster,Willemen et al. (2015),LC,Aves,1343.6,1.5382530550053677,1.0703273058926401
Sula nebouxii,Willemen et al. (2015),LC,Aves,1801,1.732905154214834,1.2643857645594556
Sula sula,Willemen et al. (2015),LC,Aves,1068,1.3325127382118176,0.864944678940705
Suncus etruscus,Willemen et al. (2015),LC,Mammalia,2.1,-0.4896744340831805,-0.12593354913659044
Suncus montanus,Willemen et al. (2015),VU,Mammalia,18,-1.4992967161074209,-1.0619888363499101
Suncus murinus,Willemen et al. (2015),LC,Mammalia,61.5,-0.44788345683462255,-0.08421966469134137
Sundamys muelleri,Willemen et al. (2015),LC,Mammalia,275.7,-1.4992967161074209,-1.1359109252851622
Sundasciurus hippurus,Willemen et al. (2015),NT,Mammalia,406.3,-1.4992967161074209,-1.0573418635054925
Sundasciurus jentinki,Willemen et al. (2015),LC,Mammalia,76,-1.195370124927405,-0.8317251517344265
Sundasciurus lowii,Willemen et al. (2015),LC,Mammalia,87.5,-1.4992967161074209,-1.1356666682888206
Sundasciurus tenuis,Willemen et al. (2015),LC,Mammalia,73.8,-0.12446595081140822,0.23918187767058188
Suricata suricatta,Willemen et al. (2015),LC,Mammalia,725.5,2.2470329793344925,2.6098349933397764
Surnia ulula,Willemen et al. (2015),LC,Aves,320,1.61962678861195,1.1530295276047267
Sus ahoenobarbus,Willemen et al. (2015),VU,Mammalia,56749.7,-1.4992967161074209,-1.135618563445469
Sus barbatus,Willemen et al. (2015),VU,Mammalia,70500,0.5887898132790089,0.934622020261878
Sus cebifrons,Willemen et al. (2015),CR,Mammalia,32500,0.5887898132790089,1.0894240135341462
Sus scrofa,Willemen et al. (2015),LC,Mammalia,101052.1,1.9764658292328385,2.2090580984494905
Sus verrucosus,Willemen et al. (2015),EN,Mammalia,92500,-0.7936010252631963,-0.4934119423083688
Syconycteris australis,Willemen et al. (2015),LC,Mammalia,17.1,-0.7936010252631963,-0.4298796081962295
Sylvia atricapilla,Willemen et al. (2015),LC,Aves,18,2.0723100108732955,1.6061047031758242
Sylvia borin,Willemen et al. (2015),LC,Aves,19.4,1.0948004338916661,0.6285933091920962
Sylvia cantillans,Willemen et al. (2015),LC,Aves,8.6,0.9217169476052683,0.45552383977902744
Sylvia communis,Willemen et al. (2015),LC,Aves,14.4,1.8393765119684284,1.3731758765620665
Sylvia conspicillata,Willemen et al. (2015),LC,Aves,7.3,0.8368351872227695,0.3706437666127628
Sylvia curruca,Willemen et al. (2015),LC,Aves,12.4,1.2470367272667695,0.7808386875776904
Sylvia deserticola,Willemen et al. (2015),LC,Aves,8.1,-0.37463468670566,-0.8408271456025799
Sylvia hortensis,Willemen et al. (2015),LC,Aves,22.2,0.35724629918092615,-0.10896445952283987
Sylvia leucomelaena,Willemen et al. (2015),LC,Aves,15.5,-0.7136578749350705,-1.1798599379859378
Sylvia melanocephala,Willemen et al. (2015),LC,Aves,11.9,1.759908999697375,1.2937116089376168
Sylvia melanothorax,Willemen et al. (2015),LC,Aves,11.5,-0.05415996613041747,-0.520356837746719
Sylvia mystacea,Willemen et al. (2015),LC,Aves,9.5,-0.1857478429031646,-0.6519421188021828
Sylvia nana,Willemen et al. (2015),LC,Aves,10,0.1888905389894823,-0.27730438583885664
Sylvia nisoria,Willemen et al. (2015),LC,Aves,26.3,0.6177903564252524,0.15157427650105615
Sylvia rueppelli,Willemen et al. (2015),LC,Aves,13.4,0.4275522838619169,-0.03864705368580334
Sylvia sarda,Willemen et al. (2015),LC,Aves,10.2,0.5329085960427535,0.06671341164268628
Sylvicapra grimmia,Willemen et al. (2015),LC,Mammalia,19499.8,0.3032120660821104,0.6416476925930983
Sylvietta brachyura,Willemen et al. (2015),LC,Aves,6.8,-0.3421403132339983,-0.8083310849146841
Sylvietta denti,Willemen et al. (2015),LC,Aves,8.7,-1.4992967161074209,-1.9654899537195256
Sylvietta leucophrys,Willemen et al. (2015),LC,Aves,11,-0.8914435337473892,-1.3576397564343698
Sylvietta rufescens,Willemen et al. (2015),LC,Aves,10.8,0.046918522988793045,-0.41927744012645923
Sylvietta ruficapilla,Willemen et al. (2015),LC,Aves,11,-1.4992967161074209,-1.965492938794402
Sylvietta virens,Willemen et al. (2015),LC,Aves,7.9,-1.0175844661150866,-1.4837766654402782
Sylvietta whytii,Willemen et al. (2015),LC,Aves,10.7,-0.44788345683462255,-0.9140792901640105
Sylvilagus aquaticus,Willemen et al. (2015),LC,Mammalia,2135.8,0.10707756328667435,0.46804920724976146
Sylvilagus audubonii,Willemen et al. (2015),LC,Mammalia,889.6,1.0313266146144284,1.3939156500166312
Sylvilagus bachmani,Willemen et al. (2015),LC,Mammalia,643.3,0.5065922961037228,0.8695009940893426
Sylvilagus brasiliensis,Willemen et al. (2015),LC,Mammalia,950,0.03382879315771204,0.3963394378979646
Sylvilagus floridanus,Willemen et al. (2015),LC,Mammalia,1172.8,1.5629093163017977,1.9251307981367098
Sylvilagus graysoni,Willemen et al. (2015),EN,Mammalia,964,-1.195370124927405,-0.7763802533584694
Sylvilagus nuttallii,Willemen et al. (2015),LC,Mammalia,755.1,0.1888905389894823,0.5516541363789754
Sylvilagus obscurus,Willemen et al. (2015),NT,Mammalia,653.1,-0.5358722161227519,-0.09423767503356098
Sylvilagus palustris,Willemen et al. (2015),LC,Mammalia,1500,0.24976662504959846,0.6115634475369914
Sylvilagus robustus,Willemen et al. (2015),EN,Mammalia,1371.6,-1.4992967161074209,-1.0808358517207866
Sylvilagus transitionalis,Willemen et al. (2015),VU,Mammalia,656.7,-0.7136578749350705,-0.2771789374919265
Syma torotoro,Willemen et al. (2015),LC,Aves,38.8,-0.6460669044140142,-1.1122992075712301
Symphalangus syndactylus,Willemen et al. (2015),EN,Mammalia,10000,1.0487339509654847,1.4559963718492572
Synaptomys borealis,Willemen et al. (2015),LC,Mammalia,21.3,-1.4992967161074209,-1.1355807500467487
Synaptomys cooperi,Willemen et al. (2015),LC,Mammalia,31.9,-0.7936010252631963,-0.42989881650412476
Syncerus caffer,Willemen et al. (2015),LC,Mammalia,580002.7,1.7769466413785526,1.387928735503435
Syntheosciurus brochus,Willemen et al. (2015),NT,Mammalia,132.8,-0.6460669044140142,-0.20375708747361812
Synthliboramphus antiquus,Willemen et al. (2015),LC,Aves,205.7,0.24157062219825937,-0.22487829356623343
Synthliboramphus hypoleucus,Willemen et al. (2015),VU,Aves,173.2,0.10707756328667435,-0.2857415413086467
Syrrhaptes paradoxus,Willemen et al. (2015),LC,Aves,252,0.09568800381330494,-0.37082100280629227
Tachybaptus dominicus,Willemen et al. (2015),LC,Aves,122.4,1.1564418777755172,0.6901010736358666
Tachybaptus novaehollandiae,Willemen et al. (2015),LC,Aves,104.3,1.1595117156536932,0.6931944027554549
Tachybaptus ruficollis,Willemen et al. (2015),LC,Aves,130,2.1016959563170237,1.635345288451697
Tachycineta bicolor,Willemen et al. (2015),LC,Aves,20.7,2.0371074281363364,1.5708986162205334
Tachycineta thalassina,Willemen et al. (2015),LC,Aves,13.9,1.2300064940451956,0.7638065075681546
Tachyeres brachypterus,Willemen et al. (2015),LC,Aves,3450,0.006415280545073937,-0.46424427801024154
Tachyeres leucocephalus,Willemen et al. (2015),NT,Aves,3013,-0.6460669044140142,-1.0374207366247081
Tachyeres patachonicus,Willemen et al. (2015),LC,Aves,2346,0.6828685786032278,0.21364185598819774
Tachyeres pteneres,Willemen et al. (2015),LC,Aves,4228,0.7006469618969215,0.22897766931847013
Tachyglossus aculeatus,Willemen et al. (2015),LC,Mammalia,3025,1.2853976474990012,1.6452152355580107
Tachymarptis melba,Willemen et al. (2015),LC,Aves,98,0.2810994789390194,-0.18520965744977705
Tachymenis chilensis,Willemen et al. (2015),LC,Reptilia,86.92415529066818,0.3879212783994626,0.7252690524299854
Tachyoryctes macrocephalus,Willemen et al. (2015),EN,Mammalia,597,-0.8914435337473892,-0.4719773480570001
Tadarida aegyptiaca,Willemen et al. (2015),LC,Mammalia,16.8,-1.195370124927405,-0.8316483185028458
Tadarida brasiliensis,Willemen et al. (2015),LC,Mammalia,12.5,0.992801748451743,1.3565291356684608
Tadarida teniotis,Willemen et al. (2015),LC,Mammalia,27,0.541341036422545,0.9050496046889602
Tadorna cana,Willemen et al. (2015),LC,Aves,1417,0.6416819755177439,0.17366096358072608
Tadorna ferruginea,Willemen et al. (2015),LC,Aves,1100,1.5897066838719416,1.1220970931242993
Tadorna radjah,Willemen et al. (2015),LC,Aves,839,0.7500273426961008,0.28275649305390627
Tadorna tadorna,Willemen et al. (2015),LC,Aves,1043,1.4674982745985126,0.999962661793439
Tadorna tadornoides,Willemen et al. (2015),LC,Aves,1291,0.8889526612990513,0.4210951795508702
Tadorna variegata,Willemen et al. (2015),LC,Aves,1387,1.1794457567457126,0.7114636805679414
Taeniophallus affinis,Willemen et al. (2015),LC,Reptilia,71.26712906998017,-1.4992967161074209,-1.1619286214701166
Taeniopygia guttata,Willemen et al. (2015),LC,Aves,11.9,1.2478711202605033,0.7816737295007457
Takydromus kuehnei,Willemen et al. (2015),LC,Reptilia,5.3150620989130895,-0.7936010252631963,-0.45614733416584446
Takydromus sexlineatus,Willemen et al. (2015),LC,Reptilia,7.9778215193254525,0.15996972552540928,0.49741996073743683
Talpa caeca,Willemen et al. (2015),LC,Mammalia,92.5,-1.4992967161074209,-1.1356731575820285
Talpa europaea,Willemen et al. (2015),LC,Mammalia,77,0.6798341485973116,1.043477823931649
Talpa occidentalis,Willemen et al. (2015),LC,Mammalia,53.5,-1.0175844661150866,-0.653910291102673
Talpa romana,Willemen et al. (2015),LC,Mammalia,92.5,-1.195370124927405,-0.8317465664020123
Tamandua mexicana,Willemen et al. (2015),LC,Mammalia,4210,0.573537027177085,0.9318166527458421
Tamandua tetradactyla,Willemen et al. (2015),LC,Mammalia,5515.1,0.9472663130424838,1.303852103298137
Tamias striatus,Willemen et al. (2015),LC,Mammalia,111.9,1.680846578389901,2.044444958457647
Tamiasciurus douglasii,Willemen et al. (2015),LC,Mammalia,225,0.8282373943809871,1.1916889866363731
Tamiasciurus hudsonicus,Willemen et al. (2015),LC,Mammalia,201.2,1.8185561876176373,2.1820386689086932
Tamiasciurus mearnsi,Willemen et al. (2015),EN,Mammalia,252.6,-1.4992967161074209,-1.0793835479008775
Tamiops maritimus,Willemen et al. (2015),LC,Mammalia,70.3,-0.5875169425673733,-0.22386457158013776
Tamiops rodolphii,Willemen et al. (2015),LC,Mammalia,56,-0.7136578749350705,-0.3499869445692605
Tamiops swinhoei,Willemen et al. (2015),LC,Mammalia,85,0.20716290727939263,0.5707961997445972
Tangara chilensis,Willemen et al. (2015),LC,Aves,21.5,0.7873138227286394,0.3211039725259226
Tantilla bocourti,Willemen et al. (2015),LC,Reptilia,11.15701654231471,-0.8914435337473892,-0.5539974246810955
Tantilla coronata,Willemen et al. (2015),LC,Reptilia,7.022744899507067,0.006415280545073937,0.3438667553115458
Tantilla cucullata,Willemen et al. (2015),LC,Reptilia,39.879701871634545,-0.3421403132339983,-0.004731482153068199
